cleaned_summary,Sentiment
meaningless work hypocrisy politics bureaucracy great pay benefits,Positive
excellent compensation opportunities personal development,Positive
software engineer test,Neutral
plenty rote unexciting work twenty year old codebases,Neutral
intern,Neutral
,Neutral
microsoft great company,Positive
great place work,Positive
apple retail one best retail experiences,Positive
greatest job ever,Positive
okay retail postion,Positive
creative trainer,Positive
decent organisation trying good,Positive
great people make,Positive
software engineer,Neutral
sr product marketing manager,Neutral
good place good manager,Positive
,Neutral
flexible great perks,Positive
great place work,Positive
started,Neutral
apple,Neutral
home csr,Neutral
apple genius,Neutral
enjoyed time,Positive
ups downs amazon,Neutral
good company start tech industry,Positive
picker,Neutral
apple retail,Neutral
working ml scientist,Neutral
discriminate older employees,Positive
technician,Neutral
returns processor,Neutral
working vendor microsoft india,Neutral
sales manager,Neutral
lack respect employees,Neutral
discriminatory,Neutral
discrimination internal growth,Neutral
viewpoint contractor,Neutral
heaven ftes opposite vendors,Neutral
business consultant,Neutral
horrible employer dont ruin life working,Negative
fulfillment,Neutral
lack organisation incapable managersteam leads,Neutral
truth set free,Positive
dont waste time live bay area better places dedicate time,Neutral
retail career,Neutral
comfortable challenging ridden politics,Positive
group product manager,Neutral
good beginning getting less product driventechnical political,Positive
disjointed,Neutral
decent job,Positive
happy place,Positive
great place work right team,Positive
general statement tech industry,Neutral
user researcher,Neutral
great opportunity survive wild west,Positive
whatever,Negative
fantastic environment growth challenges,Positive
good benefits killer work,Positive
technical recruiter,Neutral
google schmoogle,Neutral
amazing culture headed towards another studio,Positive
process assistant,Neutral
desperately trying stay relevant,Neutral
wouldnt go back,Neutral
one worst places ever,Negative
product manager,Neutral
chaos moments clarity,Neutral
central operations associate,Neutral
seen movies,Neutral
decent part time,Positive
hard rewarding,Neutral
mediocrity driven maniacal uncontrolled pace,Negative
great place work problems,Positive
director,Neutral
good benefits company disorganized,Positive
make past orientation get paid either,Negative
amazon,Neutral
cloud support engineer,Neutral
driver,Neutral
microsoft,Neutral
worthwhile working microsoft,Positive
poor place stuck,Negative
good school bad people,Neutral
great drop respect contributors,Positive
rules rules,Neutral
teamwork central culture,Neutral
facebook miami,Neutral
program manager software developer,Neutral
great work environment good employees,Positive
great company,Positive
amazon,Neutral
amazon,Neutral
warehouse associate,Neutral
customer support associate,Neutral
looks great outside,Positive
feel lucky every single day work,Neutral
great company sometimes tough remote office,Positive
software development manager,Neutral
working culture,Neutral
tough environment,Negative
solution sales,Neutral
salary senior manager amazon,Neutral
,Neutral
good,Positive
associate,Neutral
want daily work life fresh amazon truly day,Positive
technical support run like sweatshop paid product zone specialist,Positive
great long short term,Positive
lowering bar recruiting recently,Neutral
aws,Neutral
great palce work,Positive
great playground limited diversity,Positive
good pay toxic culture,Negative
point,Neutral
best timesit worst times,Negative
dmi waste time,Negative
associate,Neutral
amazing company awesome people insanely great products,Positive
amazon carteret,Neutral
seasonal,Neutral
amazing people focus real quality,Positive
high energy demanding confusing incohesive management structure,Neutral
turn run,Neutral
sales,Neutral
seems attractive good longterm employer,Positive
great company still innovates,Positive
microosft great company however care employees,Positive
good place learn sth,Positive
value employees,Neutral
great company work,Positive
working microsoft,Neutral
best job ive ever ny times article totally experience,Positive
needed,Neutral
customer service manager,Neutral
bigdata support engineer,Neutral
truth amazon warehouse work,Neutral
dark inhuman place work,Negative
nice place lean intern,Positive
great place,Positive
good place new grads,Positive
planner,Neutral
sde,Neutral
learning opportunity good friendly environment,Positive
google review,Neutral
great place work,Positive
little disappointing,Negative
google onsite interview process,Neutral
one best,Positive
politics politics politics,Neutral
college hire software engineer,Neutral
second job,Neutral
great environment work,Positive
biggest company world,Neutral
could great place ok dont social life,Positive
resource manager,Neutral
head communications,Neutral
apple creative may best retail job impossible get still great company,Positive
undoubtedly best place work couldve even better checks taken time,Positive
advice sdes former l sdm,Neutral
fair departments,Positive
great starter job,Positive
culture,Neutral
work,Neutral
warehouse,Neutral
engineer,Neutral
great coworkers fun environment,Positive
happy,Positive
great pay great benefits interesting work,Positive
meh,Neutral
marketing,Neutral
great company work,Positive
head business development,Neutral
head business development,Neutral
first job years,Positive
working amazon,Neutral
lack respect superficial selfentitled people lowest eq around silicon valley,Neutral
warehouse associate,Neutral
sde,Neutral
program manager,Neutral
working,Neutral
awesome experience love google,Positive
teams moving slow,Negative
right direction middle management needs change,Neutral
like job,Positive
making history means lot hours,Neutral
hard advance amazing company amazing benefits,Positive
great younger people,Positive
company lost focus customer,Neutral
catalog consultant,Neutral
long term employees apple,Neutral
good company work,Positive
great place work,Positive
great place work,Positive
vender flex pa,Neutral
hectic job,Neutral
microsoft product groups great company settle,Positive
incompetent training,Negative
amnesty floor monitor,Neutral
great learning experience,Positive
microsoft,Neutral
good pay lousy management,Neutral
senior sdet,Neutral
fun andy stress,Negative
meh,Neutral
started great ended dissapointed,Positive
fastpaced challenging exciting innovative flexible amazing great benefits great fit dream come true,Positive
work hard ship great products,Positive
business operations strategy bizops,Neutral
great company great employees,Positive
smartest nicest coworkers,Neutral
good environment,Positive
best company work,Positive
good employer,Positive
